850269	In The End	Hybrid Theory(混合理論)	Linkin Park
850270	A Place For My Head	Hybrid Theory(混合理論)	Linkin Park
850271	Forgotten	Hybrid Theory(混合理論)	Linkin Park
850273	Pushing Me Away	Hybrid Theory(混合理論)	Linkin Park
851948	Time After Time	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851949	I'm In The Mood For Love	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851951	Bewitched, Bothered & Bewildered	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851952	'Till There Was You	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851954	Where Or When	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851955	Smile	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851956	My Heart Stood Still	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851957	Someone To Watch Over Me	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851958	As Time Goes By	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
851960	Crazy She Calls Me	As Time Goes By...The Great American Songbook: Volume II(情歌二部曲)	Rod Stewart
868276	Do You Want My Love	Just No Other Way	李玟 (CoCo Lee)
868280	Before I Fall In Love	Just No Other Way	李玟 (CoCo Lee)
870538	Die Another Day	誰與爭鋒電影原聲帶(Die Another Day)	Die Another Day
870790	Pop	Celebrity(威震八方)	'N Sync
870791	Celebrity	Celebrity(威震八方)	'N Sync
870795	Gone	Celebrity(威震八方)	'N Sync
870796	Tell Me, Tell Me...Baby	Celebrity(威震八方)	'N Sync
870805	Bye Bye Bye	No Strings Attached(振翅高飛)	'N Sync
870806	It's Gonna Be Me	No Strings Attached(振翅高飛)	'N Sync
870809	It Makes Me Ill	No Strings Attached(振翅高飛)	'N Sync
870810	This I Promise You	No Strings Attached(振翅高飛)	'N Sync
870815	I'll Be Good For You	No Strings Attached(振翅高飛)	'N Sync
870832	When I'm Gone (Album Version)	Away From The Sun(遠離太陽)	3 Doors Down
870833	Away From The Sun (Album Version)	Away From The Sun(遠離太陽)	3 Doors Down
870835	Ticket To Heaven (Album Version)	Away From The Sun(遠離太陽)	3 Doors Down
870837	Here Without You (Album Version)	Away From The Sun(遠離太陽)	3 Doors Down
870840	Changes (Album Version)	Away From The Sun(遠離太陽)	3 Doors Down
870841	Going Down In Flames (Album Version)	Away From The Sun(遠離太陽)	3 Doors Down
870870	In Da Club	Get Rich Or Die Tryin(要錢不要命)	50 Cent
870871	High All The Time	Get Rich Or Die Tryin(要錢不要命)	50 Cent
870873	If I Can't	Get Rich Or Die Tryin(要錢不要命)	50 Cent
870874	Blood Hound	Get Rich Or Die Tryin(要錢不要命)	50 Cent
870876	P.I.M.P.	Get Rich Or Die Tryin(要錢不要命)	50 Cent
870879	21 Questions	Get Rich Or Die Tryin(要錢不要命)	50 Cent
870880	Don't Push Me	Get Rich Or Die Tryin(要錢不要命)	50 Cent
871045	Slipping Through My Fingers	The Visitors (訪客)	ABBA
871145	Lost In Love	Forever Love(愛的預言1980-2001情歌精選)	Air Supply
871148	Chances	Forever Love(愛的預言1980-2001情歌精選)	Air Supply
871150	Here I Am(Just When I Thought I Was Over You)	Forever Love(愛的預言1980-2001情歌精選)	Air Supply
871154	Come What May	Forever Love(愛的預言1980-2001情歌精選)	Air Supply
871159	Making Love Out Of Nothing At All	Forever Love(愛的預言1980-2001情歌精選)	Air Supply
871404	Fantasy	Everything's Eventual(無限可能)	Appleton
871405	Don't Worry	Everything's Eventual(無限可能)	Appleton
871486	Do You Remember	Another Earthquake(震翻天)	Aaron Carter
871564	Losing Grip	Let Go(展翅高飛)	Avril Lavigne
871565	Complicated	Let Go(展翅高飛)	Avril Lavigne
871566	Sk8er Boi	Let Go(展翅高飛)	Avril Lavigne
871567	I'm With You	Let Go(展翅高飛)	Avril Lavigne
871570	Tomorrow	Let Go(展翅高飛)	Avril Lavigne
871571	Anything But Ordinary	Let Go(展翅高飛)	Avril Lavigne
871572	Things I'll Never Say	Let Go(展翅高飛)	Avril Lavigne
871574	Nobody's Fool	Let Go(展翅高飛)	Avril Lavigne
871575	Too Much To Ask	Let Go(展翅高飛)	Avril Lavigne
871576	Naked	Let Go(展翅高飛)	Avril Lavigne
871592	Larger Than Life(搖擺狂潮)	Millennium(千禧情)	Backstreet Boys
871593	I Want It That Way(我就是愛你)	Millennium(千禧情)	Backstreet Boys
871594	Show Me The Meaning Of Being Lonely(寂寞的真諦)	Millennium(千禧情)	Backstreet Boys
871595	It's Gotta Be You(就是妳)	Millennium(千禧情)	Backstreet Boys
871596	I Need You Tonight(今晚伴著我)	Millennium(千禧情)	Backstreet Boys
871597	Don't Want You Back(拒絕往來戶)	Millennium(千禧情)	Backstreet Boys
871599	The One(鍾愛唯一)	Millennium(千禧情)	Backstreet Boys
871605	Quit Playing Games With My Heart	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871606	Everybody(Backstreets Back)	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871607	I Want It That Way	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871608	As Long As You Love Me	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871609	We've Got It Goin' On	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871610	I'll Never Break Your Heart	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871611	Show Me The Meaning Of Being Lonely	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871612	Larger Than Life	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871613	Shape Of My Heart	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871614	More Than That	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871615	The Call	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871616	The One	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871617	Drowning	Greatest Hits - Chapter One(超級精選)	Backstreet Boys
871757	Crazy In Love(Featuring Jay-Z)	Dangerously In Love(危險愛情)	Beyoncé
871758	Naughty Girl	Dangerously In Love(危險愛情)	Beyoncé
871759	Baby Boy Feat. Sean Paul	Dangerously In Love(危險愛情)	Beyoncé
871762	Me, Myself And I	Dangerously In Love(危險愛情)	Beyoncé
871763	Yes	Dangerously In Love(危險愛情)	Beyoncé
871767	The Closer I Get To You(Duet With Luther Vandross)	Dangerously In Love(危險愛情)	Beyoncé
871768	Dangerously In Love 2	Dangerously In Love(危險愛情)	Beyoncé
871771	Work It Out	Dangerously In Love(危險愛情)	Beyoncé
872224	When You Say Nothing At All	By Request (最愛精選)	Boyzone
872279	All Night Long	U Turn(回心轉意)	Brian Mcknight
872281	Shoulda Woulda Coulda	U Turn(回心轉意)	Brian Mcknight
872290	So Sorry	U Turn(回心轉意)	Brian Mcknight
872292	Baby One More Time	Baby One More Time(愛的初告白)	Britney Spears
872293	(You Drive Me)Crazy	Baby One More Time(愛的初告白)	Britney Spears
872294	Sometimes	Baby One More Time(愛的初告白)	Britney Spears
872296	Born To Make You Happy	Baby One More Time(愛的初告白)	Britney Spears
872307	Overprotected	Britney(2002布蘭妮國際限量特別紀念版)	Britney Spears
872311	Anticipating	Britney(2002布蘭妮國際限量特別紀念版)	Britney Spears
872312	I Love Rock & Roll	Britney(2002布蘭妮國際限量特別紀念版)	Britney Spears
872465	Yesterday Once More	Yesterday Once More(昨日重現永恆典藏)	Carpenters
872469	Ticket To Ride	Yesterday Once More(昨日重現永恆典藏)	Carpenters
872506	I'm Alive	A New Day Has Come(真愛來臨)	Celine Dion
872510	A New Day Has Come(Radio Remix)	A New Day Has Come(真愛來臨)	Celine Dion
872511	Ten Days	A New Day Has Come(真愛來臨)	Celine Dion
872512	Goodbye's(The Saddest Word)	A New Day Has Come(真愛來臨)	Celine Dion
872513	Prayer	A New Day Has Come(真愛來臨)	Celine Dion
872514	I Surrender	A New Day Has Come(真愛來臨)	Celine Dion
872515	At Last	A New Day Has Come(真愛來臨)	Celine Dion
872516	Sorry for Love	A New Day Has Come(真愛來臨)	Celine Dion
872518	The Greatest Reward	A New Day Has Come(真愛來臨)	Celine Dion
872520	A New Day Has Come	A New Day Has Come(真愛來臨)	Celine Dion
872541	Treat Like A Lady	Let's Talk About Love(說愛)	Celine Dion
872542	Why Oh Why	Let's Talk About Love(說愛)	Celine Dion
872543	Love Is On The Way	Let's Talk About Love(說愛)	Celine Dion
872546	When I Need You	Let's Talk About Love(說愛)	Celine Dion
872547	Miles To Go(Before I Sleep)	Let's Talk About Love(說愛)	Celine Dion
872549	Just A Little Bit Of Love	Let's Talk About Love(說愛)	Celine Dion
872550	My Heart Will Go On	Let's Talk About Love(說愛)	Celine Dion
872552	To Love You More	Let's Talk About Love(說愛)	Celine Dion
872553	Let's Talk About Love	Let's Talk About Love(說愛)	Celine Dion
872562	Have You Ever Been In Love	One Heart(愛的奇蹟)	Celine Dion
872568	The Power Of The Dream	The Collector's Series Volume One(行家精選)	Celine Dion
872649	If You Leave Me Now	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872650	Hard To Say I'm Sorry	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872651	You're The Inspiration	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872652	Hard Habit To Break	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872653	Will You Still Love Me	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872655	Look Away	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872670	Saturday In The Park	Complete Greatest Hits(35年音樂生涯全紀錄)	Chicago
872711	Genie In A Bottle	Christina Aguilera(首張同名專輯)	Christina Aguilera
872712	What A Girl Wants	Christina Aguilera(首張同名專輯)	Christina Aguilera
872713	I Turn To You	Christina Aguilera(首張同名專輯)	Christina Aguilera
872715	Come On Over	Christina Aguilera(首張同名專輯)	Christina Aguilera
872716	Reflection	Christina Aguilera(首張同名專輯)	Christina Aguilera
872749	Fighter	Stripped(裸)	Christina Aguilera
872754	Impossible	Stripped(裸)	Christina Aguilera
872756	Beautiful	Stripped(裸)	Christina Aguilera
872763	The Voice Within	Stripped(裸)	Christina Aguilera
872839	Fill Me In	Born To Do It(天生好手)	Craig David
872842	7 Days	Born To Do It(天生好手)	Craig David
872846	Walking Away	Born To Do It(天生好手)	Craig David
872869	Time After Time	The Essential(世紀典藏)	Cyndi Lauper
872876	True Colors	The Essential(世紀典藏)	Cyndi Lauper
873088	White Flag	Life For Rent(漂泊的心)	Dido
873089	Stoned	Life For Rent(漂泊的心)	Dido
873090	Life For Rent	Life For Rent(漂泊的心)	Dido
873091	Marys In India	Life For Rent(漂泊的心)	Dido
873093	Dont Leave Home	Life For Rent(漂泊的心)	Dido
873094	Who Makes You Feel	Life For Rent(漂泊的心)	Dido
873095	Sand In My Shoes	Life For Rent(漂泊的心)	Dido
873098	See The Sun	Life For Rent(漂泊的心)	Dido
873284	Your Song	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873285	Tiny Dancer	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873288	Crocodile Rock	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873289	Daniel	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873291	Goodbye Yellow Brick Road	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873292	Candle In The Wind	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873293	Bennie And The Jets	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873299	Don't Go Breaking My Heart	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873300	Sorry Seems To Be The Hardest Word	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873305	Nikita	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873309	Can You Feel The Love Tonight	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873310	Circle Of Life	Greatest Hits 1970-2002(琴聲傳奇33年最精選)	Elton John
873348	Heartbreak Hotel	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873349	Don't Be Cruel	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873350	Hound Dog	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873351	Love Me Tender	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873352	Too Much	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873353	All Shook Up	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873354	Teddy Bear	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873355	Jailhouse Rock	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873356	Don't	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873357	Hard Headed Woman	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873358	One Night	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873359	A Fool Such As I	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873360	A Big Hunk Of Love	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873361	Stuck On You	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873363	Are You Lonesome Tonight	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873364	Wooden Heart	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873366	His Latest Flame	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873367	Can't Help Falling In Love	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873368	Good Luck Charm	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873369	She's Not You	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873371	Devil In Disguise	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873372	Crying In The Chapel	Elvis 30 #1 Hits(30首曠世冠軍錄)	Elvis Presley
873432	Business	The Eminem Show(阿姆秀)	Eminem
873433	Cleanin Out My Closet	The Eminem Show(阿姆秀)	Eminem
873436	Soldier	The Eminem Show(阿姆秀)	Eminem
873439	Without Me	The Eminem Show(阿姆秀)	Eminem
873441	Sing For The Moment	The Eminem Show(阿姆秀)	Eminem
873443	Hailie's Song	The Eminem Show(阿姆秀)	Eminem
873447	'Till I Collapse	The Eminem Show(阿姆秀)	Eminem
873468	Return To Innocence	Love Sensuality Devotion(幻樂新曲+精選)	Enigma
873519	Quizas	Quizas(也許)	Enrique Iglesias
873526	A Day Without Rain	A Day Without Rain(雨過天晴)	Enya
873527	Wild Child	A Day Without Rain(雨過天晴)	Enya
873528	Only Time(LP Version)	A Day Without Rain(雨過天晴)	Enya
873891	Conga	Greatest Hits(精選輯)	Gloria Estefan
873983	Come Clean	Metamorphosis(甜心日記)	Hilary Duff
873987	Anywhere But Here	Metamorphosis(甜心日記)	Hilary Duff
874014	Roll Over	State Of Mind(流行寫真)	Holly Valance
874217	All For You	All For You(珍愛)	Janet Jackson
874219	Come On Get Up	All For You(珍愛)	Janet Jackson
874230	Someone To Call My Lover	All For You(珍愛)	Janet Jackson
874232	Doesn't Really Matter	All For You(珍愛)	Janet Jackson
874282	Jenny From The Block	This Is Me..Then(這就是我)	Jennifer Lopez
874286	Baby I Love You	This Is Me..Then(這就是我)	Jennifer Lopez
874314	Stand	0304(慾望城市)	Jewel
874316	Intuition	0304(慾望城市)	Jewel
874318	2 Find U	0304(慾望城市)	Jewel
874329	What's Simple is True	Spirit(心靈對唱)	Jewel
874334	Jupiter	Spirit(心靈對唱)	Jewel
874515	Senorita	Justified(愛你無罪)	Justin Timberlake
874516	Like I Love You	Justified(愛你無罪)	Justin Timberlake
874517	What You Got(Oh No)	Justified(愛你無罪)	Justin Timberlake
874519	Cry Me A River	Justified(愛你無罪)	Justin Timberlake
874520	Rock Your Body	Justified(愛你無罪)	Justin Timberlake
874526	Let's Take A Ride	Justified(愛你無罪)	Justin Timberlake
874527	Never Again	Justified(愛你無罪)	Justin Timberlake
874544	Low	Thankful(謝謝您的愛)	Kelly Clarkson
874552	A Moment Like This	Thankful(謝謝您的愛)	Kelly Clarkson
874553	Before Your Love	Thankful(謝謝您的愛)	Kelly Clarkson
874796	I'm Your Man	The Essential(世紀典藏)	Leonard Cohen
874874	Foreword	Meteora(天空之城-美特拉2004版)	Linkin Park
874875	Don't Stay	Meteora(天空之城-美特拉2004版)	Linkin Park
874876	Somewhere I Belong	Meteora(天空之城-美特拉2004版)	Linkin Park
874877	Lying From You	Meteora(天空之城-美特拉2004版)	Linkin Park
874878	Hit The Floor	Meteora(天空之城-美特拉2004版)	Linkin Park
874879	Easier To Run	Meteora(天空之城-美特拉2004版)	Linkin Park
874880	Faint	Meteora(天空之城-美特拉2004版)	Linkin Park
874881	Figure	Meteora(天空之城-美特拉2004版)	Linkin Park
874882	Breaking The Habit	Meteora(天空之城-美特拉2004版)	Linkin Park
874883	From The Inside	Meteora(天空之城-美特拉2004版)	Linkin Park
874884	Nobody's Listening	Meteora(天空之城-美特拉2004版)	Linkin Park
874885	Session	Meteora(天空之城-美特拉2004版)	Linkin Park
874886	Numb	Meteora(天空之城-美特拉2004版)	Linkin Park
874888	Points Of Athrty	Reanimation(顛覆自己)	Linkin Park
874889	In The End	Reanimation(顛覆自己)	Linkin Park
874891	Forgot Ten	Reanimation(顛覆自己)	Linkin Park
874892	P5hng Me Awy	Reanimation(顛覆自己)	Linkin Park
874900	Runaway	Reanimation(顛覆自己)	Linkin Park
874901	My December	Reanimation(顛覆自己)	Linkin Park
874903	By Myslf	Reanimation(顛覆自己)	Linkin Park
874906	Crawling	Reanimation(顛覆自己)	Linkin Park
875019	Don't Say You Love Me	Shades Of Purple(紫色戀情)	M2M
875020	The Day You Went Away	Shades Of Purple(紫色戀情)	M2M
875021	Girl In Your Dreams	Shades Of Purple(紫色戀情)	M2M
875022	Mirror Mirror	Shades Of Purple(紫色戀情)	M2M
875023	Pretty Boy	Shades Of Purple(紫色戀情)	M2M
875024	Give A Little Love	Shades Of Purple(紫色戀情)	M2M
875025	Everything You Do	Shades Of Purple(紫色戀情)	M2M
875026	Don't Mess With My Love	Shades Of Purple(紫色戀情)	M2M
875027	Dear Diary	Shades Of Purple(紫色戀情)	M2M
875028	Do You Know What You Want	Shades Of Purple(紫色戀情)	M2M
875029	Smiling Face	Shades Of Purple(紫色戀情)	M2M
875030	Our Song	Shades Of Purple(紫色戀情)	M2M
875031	Why	Shades Of Purple(紫色戀情)	M2M
875032	What Do You Do About Me	The Big Room(白木屋之戀)	M2M
875033	Everything	The Big Room(白木屋之戀)	M2M
875034	Wanna Be Where You Are	The Big Room(白木屋之戀)	M2M
